type,value
CCN(worst),30
CCN(average),3.8
CCN(violate),1
LOC(worst),171
LOC(average),24.6
LOC(violate),0
Parameter(worst),5
Parameter(average),1.7
Parameter(violate),0
Token(worst),1219
Token(average),196.9
CCN(warning),1
LOC(warning),1
Parameter(warning),0
