type,value
CCN(worst),2
CCN(average),1.5
CCN(violate),0
LOC(worst),33
LOC(average),21.5
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),350
Token(average),221.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
