type,value
CCN(worst),23
CCN(average),3.9
CCN(violate),2
LOC(worst),143
LOC(average),18.2
LOC(violate),0
Parameter(worst),6
Parameter(average),2.0
Parameter(violate),0
Token(worst),1028
Token(average),159.9
CCN(warning),6
LOC(warning),5
Parameter(warning),0
