type,value
CCN(worst),17
CCN(average),3.6
CCN(violate),0
LOC(worst),71
LOC(average),18.5
LOC(violate),0
Parameter(worst),8
Parameter(average),2.2
Parameter(violate),2
Token(worst),601
Token(average),136.9
CCN(warning),3
LOC(warning),2
Parameter(warning),2
